銘柄コード,上場区分,銘柄,株価,社名,英文社名,業種,代表者,決算,資本金,住所,電話番号(IR),上場市場,上場年月日,単元株数
1801,東証プライム,大成建設,6336.0,大成建設,TAISEI CORPORATION,建設業,相川　善郎,3月,"122,742,000千円",東京都新宿区西新宿一丁目２５番１号,03-3348-1111,東証プライム,1957年9月9日,100株
1802,東証プライム,大林組,2048.0,大林組,OBAYASHI  CORPORATION,建設業,蓮輪　賢治,3月,"57,752,000千円",東京都港区港南二丁目１５番２号,03-5769-1701,東証プライム,1958年12月1日,100株
1803,東証プライム,清水建設,1331.5,清水建設,SHIMIZU CORPORATION,建設業,井上　和幸,3月,"74,365,000千円",東京都中央区京橋二丁目１６番１号,03-3561-1111,東証プライム,1961年10月2日,100株
1805,東証プライム,飛島建設,---,飛島建設,TOBISHIMA CORPORATION,建設業,乘京　正弘,3月,"5,519,000千円",東京都港区港南１丁目８番１５号,03-6455-8306,東証プライム,1960年2月10日,100株
1807,東証スタンダード,佐藤渡辺,1660.0,佐藤渡辺,"WATANABE SATO CO., LTD.",建設業,鎌田　修治,3月,"1,751,500千円",東京都港区南麻布一丁目１８番４号,03-3453-7351,東証スタンダード,1993年9月28日,100株
1808,東証プライム,長谷工コーポレーション,1992.0,長谷工コーポレーション,HASEKO Corporation,建設業,池上　一夫,3月,"57,500,000千円",東京都港区芝二丁目３２番１号,03-3456-5690,東証プライム,1961年10月1日,100株
1810,東証スタンダード,松井建設,821.0,松井建設,"MATSUI CONSTRUCTION CO., LTD.",建設業,松井　隆弘,3月,"4,000,000千円",東京都中央区新川一丁目１７番２２号,03-3553-1151,東証スタンダード,1961年10月1日,100株
1811,東証スタンダード,錢高組,3915.0,錢高組,THE ZENITAKA CORPORATION,建設業,銭高　久善,3月,"3,695,000千円",大阪府大阪市西区西本町二丁目２番４号　なにわ筋ツインズウエスト,06-6531-6431,東証スタンダード,1961年10月1日,100株
1812,東証プライム,鹿島,2684.0,鹿島建設,KAJIMA  CORPORATION,建設業,天野　裕正,3月,"81,447,000千円",東京都港区元赤坂一丁目３番１号,03-5544-1111,東証プライム,1961年10月1日,100株
1813,東証プライム,不動テトラ,2133.0,不動テトラ,Fudo Tetra Corporation,建設業,奥田　眞也,3月,"5,000,000千円",東京都中央区日本橋小網町７番２号,03-5644-8500,東証プライム,1961年10月1日,100株
1814,東証プライム,大末建設,1775.0,大末建設,"DAISUE CONSTRUCTION CO., LTD.",建設業,村尾　和則,3月,"4,324,000千円",大阪府大阪市中央区久太郎町二丁目５番２８号,06-6121-7121,東証プライム,1961年10月1日,100株
1815,東証プライム,鉄建建設,2517.0,鉄建建設,TEKKEN CORPORATION,建設業,伊藤　泰司,3月,"18,293,000千円",東京都千代田区神田三崎町二丁目５番３号,03-3221-2158,東証プライム,1961年10月1日,100株
1816,東証1部,安藤建設,---,安藤建設,ANDOCorporation,建設業,社長　野村　俊明,---,---,東京都港区芝浦３−１２−８,03-3457-0111,東証1部,1963年8月1日,1000株
1819,東証1部,日鉄住金テックスエンジ,---,日鉄住金テックスエンジ,"NIPPONSTEEL&SUMIKINTEXENG.CO.,LTD.",建設業,社長　升光　法行,---,---,東京都千代田区丸の内２−５−２,03-6860-6600,東証1部,1961年11月8日,1000株
1820,東証プライム,西松建設,5000.0,西松建設,"Nishimatsu Construction  Co., Ltd.",建設業,細川　雅一,3月,"23,513,000千円",東京都港区虎ノ門一丁目１７番１号　虎ノ門ヒルズビジネスタワー,03-3502-0232,東証プライム,1961年11月16日,100株
1821,東証プライム,三井住友建設,420.0,三井住友建設,"Sumitomo Mitsui Construction Co.,Ltd.",建設業,柴田　敏雄,3月,"12,003,000千円",東京都中央区佃二丁目１番６号,03-4582-3000,東証プライム,1962年2月5日,100株
1822,東証スタンダード,大豊建設,3400.0,大豊建設,DAIHO CORPORATION,建設業,森下　覚恵,3月,"10,000,000千円",東京都中央区新川一丁目２４番４号,03-3297-7406,東証スタンダード,1962年2月1日,100株
1824,東証1部,前田建設工業,---,前田建設工業,MAEDA CORPORATION,建設業,前田　操治,3月,"28,463,000千円",東京都千代田区富士見二丁目１０番２号,03-5276-5156,東証1部,1962年6月1日,100株
1826,東証スタンダード,佐田建設,995.0,佐田建設,"Sata Construction Co.,Ltd.",建設業,星野　克行,3月,"1,886,000千円",群馬県前橋市元総社町一丁目１番地の７,027-251-1551,東証スタンダード,1962年8月15日,100株
1827,東証スタンダード,ナカノフドー建設,709.0,ナカノフドー建設,NAKANO CORPORATION,建設業,飯塚　隆,3月,"5,061,000千円",東京都千代田区九段北四丁目２番２８号,03-3265-4664,東証スタンダード,1962年9月11日,100株
1828,東証スタンダード,田辺工業,1835.0,田辺工業,TANABE ENGINEERING CORPORATION,建設業,水澤　文雄,3月,"885,320千円",新潟県上越市大字福田２０番地,025-545-6500,東証スタンダード,1993年9月22日,100株
1832,札証,北海電工,897.0,北海電工,HOKKAIDENKO CORPORATION,建設業,藪下　裕己,3月,"1,730,000千円",北海道札幌市白石区菊水２条１丁目８番２１号,011-811-6820,札証,1993年10月29日,100株
1833,東証プライム,奥村組,3850.0,奥村組,OKUMURA CORPORATION,建設業,奥村　太加典,3月,"19,838,000千円",大阪府大阪市阿倍野区松崎町二丁目２番２号,06-6621-1101,東証プライム,1962年9月1日,100株
1834,東証1部,大和小田急建設,---,大和小田急建設,"DaiwaOdakyuConstructionCo.,Ttd.",建設業,社長　金久保　篤司,---,---,東京都新宿区西新宿４−３２−２２,03-3376-3101,東証1部,1962年11月7日,100株
1835,東証プライム,東鉄工業,3165.0,東鉄工業,"TOTETSU KOGYO CO.,LTD.",建設業,前川　忠生,3月,"2,810,000千円",東京都新宿区信濃町３４番地,03-5369-7687,東証プライム,1962年11月9日,100株
1839,東証1部,真柄建設,---,真柄建設,"MAGARA CONSTRUCTION CO.,LTD.",建設業,---,---,---,---,---,東証1部,---,1000株
1840,東証スタンダード,土屋ホールディングス,224.0,土屋ホールディングス,"TSUCHIYA HOLDINGS CO., LTD.",建設業,土屋　昌三,10月,"7,114,815千円",北海道札幌市北区北９条西３丁目７番地,011-717-5556,東証スタンダード,1993年5月28日,100株
1841,東証スタンダード,サンユー建設,---,サンユー建設,"SANYU CONSTRUCTION CO.,LTD.",建設業,馬場　宏二郎,3月,"310,000千円",東京都大田区南雪谷２丁目１７番８号,03-3727-5752,東証スタンダード,1963年6月25日,100株
1844,東証スタンダード,大盛工業,233.0,大盛工業,"OHMORI CO.,LTD.",建設業,栗城　幹雄,7月,"3,101,292千円",東京都千代田区神田多町二丁目１番地　神田進興ビル８階,03-6262-9877,東証スタンダード,1993年4月22日,100株
1846,東証2部,鈴縫工業,---,鈴縫工業,SUZUNUI CORPORATION,建設業,社長　鈴木　一良,---,---,茨城県日立市城南町１−１１−３１,0294-22-5311,東証2部,1963年2月28日,1000株
1847,東証スタンダード,イチケン,2520.0,イチケン,"ICHIKEN Co., Ltd.",建設業,長谷川　博之,3月,"4,329,000千円",東京都港区芝浦一丁目１番１号,03-5931-5642,東証スタンダード,1963年6月1日,100株
1848,東証スタンダード,富士ピー・エス,402.0,富士ピー・エス,FUJI P.S CORPORATION,建設業,堤　忠彦,3月,"2,379,000千円",福岡県福岡市中央区薬院一丁目１３番８号,092-721-3464,東証スタンダード,1993年4月13日,100株
1850,東証スタンダード,南海辰村建設,307.0,南海辰村建設,"Nankai Tatsumura Construction Co., Ltd.",建設業,浦地　紅陽,3月,"2,000,000千円",大阪府大阪市浪速区難波中三丁目５番１９号,06-6644-7805,東証スタンダード,1963年5月1日,100株
1852,東証プライム,淺沼組,639.0,淺沼組,ASANUMA CORPORATION,建設業,浅沼　誠,3月,"9,614,000千円",大阪府大阪市浪速区湊町一丁目２番３号　マルイト難波ビル,06-6585-5500,東証プライム,1963年7月1日,100株
1853,東証スタンダード,森組,311.0,森組,"Mori-Gumi Co.,Ltd.",建設業,吉田　裕司,3月,"1,640,000千円",大阪府大阪市中央区道修町４丁目５番１７号,06-6201-5898,東証スタンダード,1963年7月1日,100株
1854,東証1部,新井組,---,新井組,"ARAIGUMI CO.,LTD.",建設業,---,---,---,---,---,東証1部,---,100株
1858,東証2部,井上工業,---,井上工業,"INOUE KOGYO CO.,LTD.",建設業,---,---,---,---,---,東証2部,---,1000株
1860,東証プライム,戸田建設,900.0,戸田建設,TODA CORPORATION,建設業,大谷　清介,3月,"23,001,000千円",東京都中央区京橋１－７－１,03-3535-1357,東証プライム,1969年4月1日,100株
1861,東証プライム,熊谷組,3755.0,熊谷組,"Kumagai Gumi Co.,Ltd.",建設業,上田　真,3月,"30,108,000千円",福井県福井市中央２丁目６番８号,03-3235-8606,東証プライム,1970年4月1日,100株
1862,東証2部,横河工事,---,横河工事,"YOKOGAWA CONSTRUCTION CO.,LTD.",建設業,---,---,---,---,---,東証2部,---,100株
1865,東証1部,青木あすなろ建設,---,青木あすなろ建設,"Asunaro Aoki Construction Co.,Ltd.",建設業,辻井　靖,3月,---,東京都港区芝四丁目８－２,03-5419-1011,東証1部,1973年5月21日,100株
1866,東証スタンダード,北野建設,4315.0,北野建設,KITANO CONSTRUCTION CORP.,建設業,北野　貴裕,3月,"9,116,000千円",長野県長野市県町５２４番地,03-3562-2331,東証スタンダード,1973年9月1日,100株
1867,東証スタンダード,植木組,1653.0,植木組,UEKI  CORPORATION,建設業,日下部　久夫,3月,"5,315,671千円",新潟県柏崎市駅前１丁目５番４５号,0257-23-0660,東証スタンダード,1973年9月1日,100株
1868,東証1部,三井ホーム,---,三井ホーム,"Mitsui Home Co.,Ltd.",建設業,社長　市川　俊英,---,---,東京都新宿区西新宿２−１−１,03-3346-4411,東証1部,1993年2月4日,1000株
1869,名証メイン,名工建設,1347.0,名工建設,"MEIKO CONSTRUCTION CO.,LTD.",建設業,松野　篤二,3月,"1,594,000千円",愛知県名古屋市中村区名駅一丁目１番４号　ＪＲセントラルタワーズ３４階,052-589-1501,名証メイン,1982年1月12日,100株
1870,東証プライム,矢作建設工業,1517.0,矢作建設工業,"YAHAGI CONSTRUCTION CO.,LTD.",建設業,高柳　充広,3月,"6,808,000千円",愛知県名古屋市東区葵三丁目１９番７号,052-935-2348,東証プライム,1982年5月24日,100株
1871,東証プライム,ピーエス・コンストラクション,1198.0,ピーエス・コンストラクション,"PS Construction Co., Ltd.",建設業,森　拓也,3月,"4,218,000千円",東京都港区東新橋一丁目９番１号　東京汐留ビルディング１８階,03-6385-9111,東証プライム,1962年6月1日,100株
1872,東証1部,アゼル,---,アゼル,AZEL CORPORATION,不動産業,---,---,---,---,---,東証1部,---,1000株
1873,東証プライム,日本ハウスホールディングス,316.0,日本ハウスホールディングス,"NIHON HOUSE HOLDINGS CO., LTD.",建設業,成田　和幸,4月,"3,873,000千円",東京都千代田区飯田橋四丁目３番８,03-5215-9906,東証プライム,1988年8月3日,100株
1875,東証2部,青木マリーン,---,青木マリーン,"AOKIMARINECO.,LTD.",建設業,社長　山崎　正一,---,---,神戸市東灘区魚崎西町３−４−３,078-856-9131,東証2部,1988年11月22日,1000株
1878,東証プライム,大東建託,15710.0,大東建託,"DAITO TRUST CONSTRUCTION CO.,LTD.",不動産業,竹内　啓,3月,"29,060,000千円",東京都港区港南二丁目１６番１号,03-6718-9111,東証プライム,1989年3月17日,100株
1879,東証プライム,新日本建設,1591.0,新日本建設,SHINNIHON CORPORATION,建設業,高見　克司,3月,"3,665,000千円",千葉県千葉市美浜区ひび野一丁目４番３,043-213-1111,東証プライム,1989年12月20日,100株
1880,東証2部,スルガコーポレーション,---,スルガコーポレーション,SURUGA CORPORATION,建設業,---,---,---,---,---,東証2部,---,100株
1881,東証1部,ＮＩＰＰＯ,---,ＮＩＰＰＯ,NIPPO CORPORATION,建設業,吉川　芳和,3月,"15,324,000千円",東京都中央区京橋一丁目１９番１１号,03-3563-6752,東証1部,1949年12月8日,100株
1882,東証プライム,東亜道路工業,1280.0,東亜道路工業,TOA ROAD CORPORATION,建設業,森下　協一,3月,"7,584,000千円",東京都港区六本木七丁目３番７号,03-3405-1812,東証プライム,1959年9月2日,100株
1883,東証1部,前田道路,---,前田道路,"MAEDA ROAD CONSTRUCTION CO.,LTD.",建設業,今泉　保彦,3月,"19,350,000千円",東京都品川区大崎１丁目１１番３号,03-5487-0011,東証1部,1969年4月15日,100株
1884,東証プライム,日本道路,1850.0,日本道路,"THE NIPPON ROAD CO.,LTD.",建設業,石井　敏行,3月,"12,290,000千円",東京都港区芝浦一丁目２番３号,03-4477-4051,東証プライム,1961年10月1日,100株
1885,東証プライム,東亜建設工業,1152.0,東亜建設工業,TOA CORPORATION,建設業,早川　毅,3月,"18,976,000千円",東京都新宿区西新宿三丁目７番１号,03-6757-3821,東証プライム,1961年9月10日,100株
1887,東証プライム,日本国土開発,495.0,日本国土開発,JDC CORPORATION,建設業,林　伊佐雄,5月,"5,012,000千円",東京都港区虎ノ門四丁目３番１３号,03-6777-7881,東証プライム,2019年3月5日,100株
1888,東証プライム,若築建設,3635.0,若築建設,"WAKACHIKU CONSTRUCTION CO.,LTD.",建設業,烏田　克彦,3月,"11,374,000千円",福岡県北九州市若松区浜町１－４－７,03-3492-0273,東証プライム,1959年8月1日,100株
1889,東証1部,あおみ建設,---,あおみ建設,"AOMI CONSTRUCTION CO.,LTD.",建設業,---,---,---,---,---,東証1部,---,1000株
1890,東証プライム,東洋建設,1372.0,東洋建設,"TOYO CONSTRUCTION CO.,LTD.",建設業,吉田　真也,3月,"14,049,000千円",大阪府大阪市中央区高麗橋４丁目１番１号,03-6361-5450,東証プライム,1961年10月15日,100株
1892,名証メイン,徳倉建設,---,徳倉建設,TOKURA CORPORATION,建設業,徳倉　克己,3月,"2,368,000千円",愛知県名古屋市中区錦三丁目１３番５号,052-961-3271,名証メイン,1962年5月1日,100株
1893,東証プライム,五洋建設,627.3,五洋建設,"PENTA-OCEAN CONSTRUCTION CO.,LTD.",建設業,清水　琢三,3月,"30,449,000千円",東京都文京区後楽二丁目２番８号,03-3817-7619,東証プライム,1962年8月2日,100株
